"algorithm","fun","dimension","ert","precision","rank"
"NBC-CMA",20,3,30324.2,1e-08,25
"(1 4_m) CMA-ES",20,3,40877.62,1e-08,26
"(1 2) CMA-ES",20,3,42521.14,1e-08,27
"iAMALGAM",20,3,45678.27,1e-08,28
"(1 4^s) CMA-ES",20,3,48152,1e-08,29
"PM-AdapSS-DE",20,3,49971.38,1e-08,30
"G3PCX",20,3,51782.46,1e-08,31
"PSO",20,3,56492.62,1e-08,32
"fminsearch",20,3,58219.13,1e-08,33
"AMALGAM",20,3,63210.4,1e-08,34
"(1 2^s) CMA-ES",20,3,77528,1e-08,35
"DEuniform",20,3,79054.92,1e-08,36
"DE-F-AUC",20,3,79215,1e-08,37
"(1 2_m) CMA-ES",20,3,93456.5,1e-08,38
"Simple GA",20,3,96570.6,1e-08,39
"DASA",20,3,99327.13,1e-08,40
"(1 4_m^s) CMA-ES",20,3,124164.3,1e-08,41
"POEMS",20,3,186652.8,1e-08,42
"(1 2_m^s) CMA-ES",20,3,209258.5,1e-08,43
"nPOEMS",20,3,209457.7,1e-08,44
"PSO_Bounds",20,3,240542.3,1e-08,45
"oPOEMS",20,3,356823.1,1e-08,46
"Line Search - STEP",20,3,432882,1e-08,47
"MOS",20,5,29967.47,0.001,1
"Artificial Bee Colony",20,5,31737.93,0.001,2
"MA-LS-CHAIN",20,5,54470.07,0.001,3
"ALPS",20,5,55220.87,0.001,4
"IPOP-CMA-ES",20,5,58824.47,0.001,5
"IPOP-ACTCMA-ES",20,5,59669.8,0.001,6
"Simple GA",20,5,68123.8,0.001,7
"IPOP-SEP-CMA-ES",20,5,90854.14,0.001,8
"EDA-PSO",20,5,110036.2,0.001,9
"BIPOP-CMA-ES",20,5,116518.3,0.001,10
"(mu+lambda) CMA-ES",20,5,224161.3,0.001,11
"VNS",20,5,234188.1,0.001,12
"DE-F-AUC",20,5,264874.2,0.001,13
"MCS",20,5,348448,0.001,14
"DEuniform",20,5,350967.9,0.001,15
"PM-AdapSS-DE",20,5,359724.3,0.001,16
"(1 4) CMA-ES",20,5,360190.5,0.001,17
"BFGS",20,5,391675,0.001,18
"AVGNEWUOA",20,5,443972,0.001,19
"POEMS",20,5,537919.1,0.001,20
"nPOEMS",20,5,696832.5,0.001,21
"(1 2_m^s) CMA-ES",20,5,704330,0.001,22
"Line Search - STEP",20,5,706481,0.001,23
"(1+1) CMA-ES",20,5,709134,0.001,24
"(1+2_m^s) CMA-ES",20,5,722042,0.001,25
"PSO_Bounds",20,5,818089.2,0.001,26
"AMALGAM",20,5,948746.3,0.001,27
"NBC-CMA",20,5,964011.8,0.001,28
"iAMALGAM",20,5,967409.3,0.001,29
"PSO",20,5,1014982,0.001,30
"oPOEMS",20,5,1156837,0.001,31
"Nelder-Doerr",20,5,1417596,0.001,32
"One-Fifth Variant3",20,5,1654156,0.001,33
"DASA",20,5,1800528,0.001,34
"G3PCX",20,5,3366071,0.001,35
"MOS",20,5,38102,1e-04,1
"MA-LS-CHAIN",20,5,54604.64,1e-04,2
"Artificial Bee Colony",20,5,58282.73,1e-04,3
"ALPS",20,5,58578,1e-04,4
"IPOP-CMA-ES",20,5,60107.27,1e-04,5
"IPOP-ACTCMA-ES",20,5,60659.13,1e-04,6
"IPOP-SEP-CMA-ES",20,5,91563,1e-04,7
"EDA-PSO",20,5,117128.1,1e-04,8
"BIPOP-CMA-ES",20,5,117567.8,1e-04,9
"Simple GA",20,5,118337.9,1e-04,10
"(mu+lambda) CMA-ES",20,5,224207.7,1e-04,11
"VNS",20,5,247100.7,1e-04,12
"DE-F-AUC",20,5,265298.9,1e-04,13
"MCS",20,5,348448,1e-04,14
"DEuniform",20,5,351354,1e-04,15
"(1 4) CMA-ES",20,5,360252.5,1e-04,16
"PM-AdapSS-DE",20,5,360511.8,1e-04,17
"BFGS",20,5,391687,1e-04,18
"AVGNEWUOA",20,5,443997,1e-04,19
"POEMS",20,5,542239.6,1e-04,20
"(1 2_m^s) CMA-ES",20,5,704403,1e-04,21
"Line Search - STEP",20,5,708093,1e-04,22
"(1+1) CMA-ES",20,5,709188,1e-04,23
"(1+2_m^s) CMA-ES",20,5,722105,1e-04,24
"nPOEMS",20,5,741888.6,1e-04,25
"PSO_Bounds",20,5,821359.3,1e-04,26
"AMALGAM",20,5,953846,1e-04,27
"NBC-CMA",20,5,964175.8,1e-04,28
"iAMALGAM",20,5,974390.9,1e-04,29
"PSO",20,5,1016388,1e-04,30
"oPOEMS",20,5,1161008,1e-04,31
"Nelder-Doerr",20,5,1417617,1e-04,32
"One-Fifth Variant3",20,5,1654209,1e-04,33
"DASA",20,5,1800835,1e-04,34
"G3PCX",20,5,3366117,1e-04,35
"MA-LS-CHAIN",20,5,54860.86,1e-05,1
"MOS",20,5,55086.73,1e-05,2
"IPOP-CMA-ES",20,5,60826.47,1e-05,3
"IPOP-ACTCMA-ES",20,5,61697,1e-05,4
"ALPS",20,5,61961,1e-05,5
"Artificial Bee Colony",20,5,83784.4,1e-05,6
"IPOP-SEP-CMA-ES",20,5,92043.86,1e-05,7
"BIPOP-CMA-ES",20,5,118601.6,1e-05,8
"EDA-PSO",20,5,124584.8,1e-05,9
"Simple GA",20,5,140380.9,1e-05,10
"(mu+lambda) CMA-ES",20,5,224252.7,1e-05,11
"VNS",20,5,252345.1,1e-05,12
"DE-F-AUC",20,5,265700,1e-05,13
"MCS",20,5,348450,1e-05,14
"DEuniform",20,5,351847.7,1e-05,15
"(1 4) CMA-ES",20,5,360344,1e-05,16
"PM-AdapSS-DE",20,5,361262,1e-05,17
"BFGS",20,5,391693,1e-05,18
"AVGNEWUOA",20,5,443998,1e-05,19
"POEMS",20,5,546972.8,1e-05,20
"(1 2_m^s) CMA-ES",20,5,704427,1e-05,21
"(1+1) CMA-ES",20,5,709254,1e-05,22
"Line Search - STEP",20,5,710495,1e-05,23
"(1+2_m^s) CMA-ES",20,5,722141,1e-05,24
"nPOEMS",20,5,774677.5,1e-05,25
"PSO_Bounds",20,5,823463.2,1e-05,26
"AMALGAM",20,5,959377.1,1e-05,27
"NBC-CMA",20,5,964296.5,1e-05,28
"iAMALGAM",20,5,980964.5,1e-05,29
"PSO",20,5,1017254,1e-05,30
"oPOEMS",20,5,1164408,1e-05,31
"Nelder-Doerr",20,5,1417640,1e-05,32
"One-Fifth Variant3",20,5,1654261,1e-05,33
"DASA",20,5,1801096,1e-05,34
"G3PCX",20,5,3366135,1e-05,35
"MA-LS-CHAIN",20,5,55203.14,1e-06,1
"MOS",20,5,58543.4,1e-06,2
"IPOP-CMA-ES",20,5,61831.8,1e-06,3
"IPOP-ACTCMA-ES",20,5,62561,1e-06,4
"ALPS",20,5,65680.6,1e-06,5
"IPOP-SEP-CMA-ES",20,5,92521.57,1e-06,6
"Artificial Bee Colony",20,5,104044.3,1e-06,7
"BIPOP-CMA-ES",20,5,119491.2,1e-06,8
"EDA-PSO",20,5,132163.3,1e-06,9
"(mu+lambda) CMA-ES",20,5,224295.7,1e-06,10
"Simple GA",20,5,251153.2,1e-06,11
"VNS",20,5,255991.1,1e-06,12
"DE-F-AUC",20,5,266036.2,1e-06,13
"MCS",20,5,348463.5,1e-06,14
"DEuniform",20,5,352375.4,1e-06,15
"(1 4) CMA-ES",20,5,360381.5,1e-06,16
"PM-AdapSS-DE",20,5,362008.7,1e-06,17
"BFGS",20,5,391693,1e-06,18
"AVGNEWUOA",20,5,444007,1e-06,19
"POEMS",20,5,551268.6,1e-06,20
"(1 2_m^s) CMA-ES",20,5,704503,1e-06,21
"(1+1) CMA-ES",20,5,709298,1e-06,22
"Line Search - STEP",20,5,713671,1e-06,23
"(1+2_m^s) CMA-ES",20,5,722201,1e-06,24
"nPOEMS",20,5,816580.7,1e-06,25
"PSO_Bounds",20,5,828296.5,1e-06,26
"AMALGAM",20,5,963440.5,1e-06,27
"NBC-CMA",20,5,964437,1e-06,28
"iAMALGAM",20,5,988461.9,1e-06,29
"PSO",20,5,1018056,1e-06,30
"oPOEMS",20,5,1171742,1e-06,31
"Nelder-Doerr",20,5,1417661,1e-06,32
"One-Fifth Variant3",20,5,1654315,1e-06,33
"DASA",20,5,1801372,1e-06,34
"G3PCX",20,5,3366214,1e-06,35
"MA-LS-CHAIN",20,5,55313.14,1e-07,1
"IPOP-CMA-ES",20,5,62730.6,1e-07,2
"MOS",20,5,63118.6,1e-07,3
"IPOP-ACTCMA-ES",20,5,63434.13,1e-07,4
"ALPS",20,5,70279.73,1e-07,5
"IPOP-SEP-CMA-ES",20,5,93050.29,1e-07,6
"BIPOP-CMA-ES",20,5,120490.1,1e-07,7
"EDA-PSO",20,5,140102.6,1e-07,8
"Artificial Bee Colony",20,5,144327.1,1e-07,9
"(mu+lambda) CMA-ES",20,5,224339.7,1e-07,10
"DE-F-AUC",20,5,266510.8,1e-07,11
"Simple GA",20,5,274582.1,1e-07,12
"VNS",20,5,315507.9,1e-07,13
"MCS",20,5,348463.5,1e-07,14
"DEuniform",20,5,352832.8,1e-07,15
"(1 4) CMA-ES",20,5,360461.5,1e-07,16
"PM-AdapSS-DE",20,5,363221.1,1e-07,17
"BFGS",20,5,391699,1e-07,18
"AVGNEWUOA",20,5,444009,1e-07,19
"POEMS",20,5,556698.8,1e-07,20
"(1 2_m^s) CMA-ES",20,5,704569,1e-07,21
"(1+1) CMA-ES",20,5,709329,1e-07,22
"Line Search - STEP",20,5,717672,1e-07,23
"(1+2_m^s) CMA-ES",20,5,722215,1e-07,24
"nPOEMS",20,5,855576.3,1e-07,25
"PSO_Bounds",20,5,871861.7,1e-07,26
"NBC-CMA",20,5,964557.5,1e-07,27
"AMALGAM",20,5,967925.9,1e-07,28
"iAMALGAM",20,5,995137.9,1e-07,29
"PSO",20,5,1019117,1e-07,30
"oPOEMS",20,5,1177522,1e-07,31
"Nelder-Doerr",20,5,1417694,1e-07,32
"One-Fifth Variant3",20,5,1654371,1e-07,33
"DASA",20,5,1801682,1e-07,34
"G3PCX",20,5,3366297,1e-07,35
"MA-LS-CHAIN",20,5,55406.21,1e-08,1
"IPOP-CMA-ES",20,5,63649.47,1e-08,2
"IPOP-ACTCMA-ES",20,5,64304.2,1e-08,3
"MOS",20,5,64580.47,1e-08,4
"ALPS",20,5,75439.93,1e-08,5
"IPOP-SEP-CMA-ES",20,5,93505.43,1e-08,6
"BIPOP-CMA-ES",20,5,121464.3,1e-08,7
"EDA-PSO",20,5,147890.5,1e-08,8
"Artificial Bee Colony",20,5,207479.9,1e-08,9
"(mu+lambda) CMA-ES",20,5,224394,1e-08,10
"DE-F-AUC",20,5,266813.2,1e-08,11
"MCS",20,5,348478,1e-08,12
"DEuniform",20,5,353240.2,1e-08,13
"(1 4) CMA-ES",20,5,360537.5,1e-08,14
"Simple GA",20,5,361091,1e-08,15
"BFGS",20,5,391699,1e-08,16
"AVGNEWUOA",20,5,444020,1e-08,17
"PM-AdapSS-DE",20,5,467214.4,1e-08,18
"VNS",20,5,553327.5,1e-08,19
"POEMS",20,5,562808.4,1e-08,20
"(1 2_m^s) CMA-ES",20,5,704771,1e-08,21
"(1+1) CMA-ES",20,5,709392,1e-08,22
"Line Search - STEP",20,5,718485,1e-08,23
"(1+2_m^s) CMA-ES",20,5,722283,1e-08,24
"PSO_Bounds",20,5,887194.5,1e-08,25
"nPOEMS",20,5,891512.6,1e-08,26
"NBC-CMA",20,5,964676.2,1e-08,27
"AMALGAM",20,5,972253.7,1e-08,28
"iAMALGAM",20,5,1001210,1e-08,29
"PSO",20,5,1020337,1e-08,30
"oPOEMS",20,5,1183581,1e-08,31
"Nelder-Doerr",20,5,1418858,1e-08,32
"One-Fifth Variant3",20,5,1654420,1e-08,33
"DASA",20,5,1802054,1e-08,34
"G3PCX",20,5,3366365,1e-08,35
"MOS",20,10,150331.5,0.001,1
"IPOP-CMA-ES",20,10,454312.4,0.001,2
"IPOP-ACTCMA-ES",20,10,495962.5,0.001,3
"BIPOP-CMA-ES",20,10,572518.7,0.001,4
"MA-LS-CHAIN",20,10,629804.4,0.001,5
"Artificial Bee Colony",20,10,730658.1,0.001,6
"Simple GA",20,10,1488145,0.001,7
"EDA-PSO",20,10,2100242,0.001,8
"DEuniform",20,10,2987826,0.001,9
"PSO_Bounds",20,10,4063867,0.001,10
"ALPS",20,10,5521615,0.001,11
"POEMS",20,10,6792424,0.001,12
"oPOEMS",20,10,8350734,0.001,13
"nPOEMS",20,10,8468882,0.001,14
"DE-F-AUC",20,10,14255720,0.001,15
"VNS",20,10,28464010,0.001,16
"DASA",20,10,147452000,0.001,17
"AMALGAM",20,10,148965400,0.001,18
"MOS",20,10,167714.3,1e-04,1
"IPOP-CMA-ES",20,10,460008.3,1e-04,2
"IPOP-ACTCMA-ES",20,10,503431.7,1e-04,3
"BIPOP-CMA-ES",20,10,576450.3,1e-04,4
"MA-LS-CHAIN",20,10,630276.4,1e-04,5
"Artificial Bee Colony",20,10,830541.5,1e-04,6
"EDA-PSO",20,10,2118378,1e-04,7
"DEuniform",20,10,2989774,1e-04,8
"PSO_Bounds",20,10,4069942,1e-04,9
"ALPS",20,10,5534820,1e-04,10
"POEMS",20,10,6800224,1e-04,11
"oPOEMS",20,10,8372739,1e-04,12
"nPOEMS",20,10,8549758,1e-04,13
"Simple GA",20,10,14208090,1e-04,14
"DE-F-AUC",20,10,14256860,1e-04,15
"VNS",20,10,28467900,1e-04,16
"DASA",20,10,147452800,1e-04,17
"AMALGAM",20,10,148982100,1e-04,18
"MOS",20,10,174409.7,1e-05,1
"IPOP-CMA-ES",20,10,465349.7,1e-05,2
"IPOP-ACTCMA-ES",20,10,509991.7,1e-05,3
"BIPOP-CMA-ES",20,10,580964.1,1e-05,4
"MA-LS-CHAIN",20,10,630633.2,1e-05,5
"Artificial Bee Colony",20,10,1222752,1e-05,6
"EDA-PSO",20,10,2137419,1e-05,7
"DEuniform",20,10,2991413,1e-05,8
"PSO_Bounds",20,10,4087336,1e-05,9
"ALPS",20,10,5557811,1e-05,10
"POEMS",20,10,6808234,1e-05,11
"oPOEMS",20,10,8382337,1e-05,12
"nPOEMS",20,10,8626296,1e-05,13
"DE-F-AUC",20,10,14258030,1e-05,14
"VNS",20,10,28471760,1e-05,15
"DASA",20,10,147453500,1e-05,16
"AMALGAM",20,10,148996800,1e-05,17
"MOS",20,10,210873.9,1e-06,1
"IPOP-CMA-ES",20,10,471070.1,1e-06,2
"IPOP-ACTCMA-ES",20,10,515892.2,1e-06,3
"BIPOP-CMA-ES",20,10,585295.7,1e-06,4
"MA-LS-CHAIN",20,10,630957.2,1e-06,5
"Artificial Bee Colony",20,10,1853776,1e-06,6
"EDA-PSO",20,10,2156754,1e-06,7
"DEuniform",20,10,2993096,1e-06,8
"PSO_Bounds",20,10,4265828,1e-06,9
"ALPS",20,10,5596170,1e-06,10
"POEMS",20,10,6819878,1e-06,11
"oPOEMS",20,10,8390911,1e-06,12
"nPOEMS",20,10,8675750,1e-06,13
"DE-F-AUC",20,10,14259050,1e-06,14
"VNS",20,10,29869510,1e-06,15
"DASA",20,10,147454500,1e-06,16
"AMALGAM",20,10,149011400,1e-06,17
"MOS",20,10,249734.5,1e-07,1
"IPOP-CMA-ES",20,10,476443.1,1e-07,2
"IPOP-ACTCMA-ES",20,10,522534.3,1e-07,3
"BIPOP-CMA-ES",20,10,589255.3,1e-07,4
"MA-LS-CHAIN",20,10,631396.6,1e-07,5
"EDA-PSO",20,10,2173921,1e-07,6
"DEuniform",20,10,2994983,1e-07,7
"Artificial Bee Colony",20,10,3507508,1e-07,8
"PSO_Bounds",20,10,4353663,1e-07,9
"ALPS",20,10,5689455,1e-07,10
"POEMS",20,10,6834628,1e-07,11
"oPOEMS",20,10,8401575,1e-07,12
"nPOEMS",20,10,8740829,1e-07,13
"DE-F-AUC",20,10,14260310,1e-07,14
"VNS",20,10,29875100,1e-07,15
"DASA",20,10,147455500,1e-07,16
"AMALGAM",20,10,149020600,1e-07,17
"MOS",20,10,252710.7,1e-08,1
"IPOP-CMA-ES",20,10,482477.9,1e-08,2
"IPOP-ACTCMA-ES",20,10,528615.3,1e-08,3
"BIPOP-CMA-ES",20,10,593095,1e-08,4
"MA-LS-CHAIN",20,10,631757.2,1e-08,5
"EDA-PSO",20,10,2192819,1e-08,6
"DEuniform",20,10,2997002,1e-08,7
"PSO_Bounds",20,10,4381487,1e-08,8
"ALPS",20,10,5842070,1e-08,9
"POEMS",20,10,6843466,1e-08,10
"oPOEMS",20,10,8412672,1e-08,11
"nPOEMS",20,10,8757266,1e-08,12
"DE-F-AUC",20,10,14261320,1e-08,13
"Artificial Bee Colony",20,10,14875250,1e-08,14
"VNS",20,10,29879180,1e-08,15
"DASA",20,10,147457200,1e-08,16
"AMALGAM",20,10,149038400,1e-08,17
"MOS",20,20,322146.5,0.001,1
"IPOP-CMA-ES",20,20,3180346,0.001,2
"IPOP-ACTCMA-ES",20,20,3241007,0.001,3
"BIPOP-CMA-ES",20,20,5543119,0.001,4
"MOS",20,20,344627.2,1e-04,1
"IPOP-CMA-ES",20,20,3208034,1e-04,2
"IPOP-ACTCMA-ES",20,20,3267338,1e-04,3
"BIPOP-CMA-ES",20,20,5566916,1e-04,4
"MOS",20,20,360439.3,1e-05,1
"IPOP-CMA-ES",20,20,3235950,1e-05,2
"IPOP-ACTCMA-ES",20,20,3296307,1e-05,3
"BIPOP-CMA-ES",20,20,5590720,1e-05,4
"MOS",20,20,405911,1e-06,1
"IPOP-CMA-ES",20,20,3264070,1e-06,2
"IPOP-ACTCMA-ES",20,20,3325648,1e-06,3
"BIPOP-CMA-ES",20,20,5612908,1e-06,4
"MOS",20,20,415088.1,1e-07,1
"IPOP-CMA-ES",20,20,3294504,1e-07,2
"IPOP-ACTCMA-ES",20,20,3355249,1e-07,3
"BIPOP-CMA-ES",20,20,5635848,1e-07,4
"MOS",20,20,423074.4,1e-08,1
"IPOP-CMA-ES",20,20,3325445,1e-08,2
"IPOP-ACTCMA-ES",20,20,3384650,1e-08,3
"BIPOP-CMA-ES",20,20,5659389,1e-08,4
"MOS",20,40,1949906,0.001,1
"MOS",20,40,2040770,1e-04,1
"MOS",20,40,2258087,1e-05,1
"MOS",20,40,2464580,1e-06,1
"MOS",20,40,2504758,1e-07,1
"MOS",20,40,2541451,1e-08,1
"DIRECT",21,2,290,0.001,1
"GLOBAL",21,2,291.8667,0.001,2
"DEuniform",21,2,423.3333,0.001,3
"Nelder-Doerr",21,2,464.2,0.001,4
"MA-LS-CHAIN",21,2,498.4667,0.001,5
"FULLNEWUOA",21,2,529.3333,0.001,6
"G3PCX",21,2,540.2667,0.001,7
"BFGS",21,2,546,0.001,8
"DE-PSO",21,2,682.3333,0.001,9
"Local Search - Rosenbrock",21,2,684.2,0.001,10
"NEWUOA",21,2,704.9333,0.001,11
"AVGNEWUOA",21,2,823.5333,0.001,12
"(1 4_m^s) CMA-ES",21,2,1043.8,0.001,13
"(1 4) CMA-ES",21,2,1268.667,0.001,14
"(1+2_m^s) CMA-ES",21,2,1410.267,0.001,15
"ALPS",21,2,1433.6,0.001,16
"IPOP-ACTCMA-ES",21,2,1532.067,0.001,17
"MOS",21,2,1541.6,0.001,18
"Artificial Bee Colony",21,2,1600.1,0.001,19
"(1 4^s) CMA-ES",21,2,1664.333,0.001,20
"(mu+lambda) CMA-ES",21,2,1707.8,0.001,21
"(1 4_m) CMA-ES",21,2,1939.867,0.001,22
"(1+1) CMA-ES",21,2,1987.933,0.001,23
"Simple GA",21,2,2228.333,0.001,24
"iAMALGAM",21,2,2250.067,0.001,25
"MCS",21,2,2432.4,0.001,26
"IPOP-SEP-CMA-ES",21,2,2467.6,0.001,27
"RANDOMSEARCH",21,2,2543.6,0.001,28
"VNS",21,2,2566.467,0.001,29
"BIPOP-CMA-ES",21,2,2814.733,0.001,30
"AMALGAM",21,2,3066.267,0.001,31
"One-Fifth Variant3",21,2,3316.2,0.001,32
"fminsearch",21,2,3548.467,0.001,33
"IPOP-CMA-ES",21,2,3774.067,0.001,34
"(1 2_m) CMA-ES",21,2,3879.286,0.001,35
"(1 2) CMA-ES",21,2,4686.933,0.001,36
"(1 2_m^s) CMA-ES",21,2,4777.571,0.001,37
"(1 2^s) CMA-ES",21,2,5692.533,0.001,38
"nPOEMS",21,2,7258,0.001,39
"NBC-CMA",21,2,8826.467,0.001,40
"BAYEDA",21,2,11381.75,0.001,41
"Line Search - fminbnd",21,2,13447.6,0.001,42
"DE-F-AUC",21,2,14649,0.001,43
"PSO",21,2,14667.14,0.001,44
"PM-AdapSS-DE",21,2,14678,0.001,45
"EDA-PSO",21,2,15464.71,0.001,46
"Cauchy-EDA",21,2,18897.23,0.001,47
"RCGA",21,2,20498.47,0.001,48
"DASA",21,2,24465.67,0.001,49
"CMA-EGS",21,2,27776.87,0.001,50
"Line Search - STEP",21,2,29390.57,0.001,51
"PSO_Bounds",21,2,52489,0.001,52
"oPOEMS",21,2,55390.71,0.001,53
"SPSA",21,2,64746.31,0.001,54
"POEMS",21,2,157413.9,0.001,55
"GLOBAL",21,2,306.8667,1e-04,1
"Nelder-Doerr",21,2,469.5333,1e-04,2
"DEuniform",21,2,496.5333,1e-04,3
"FULLNEWUOA",21,2,535.0667,1e-04,4
"G3PCX",21,2,552.6,1e-04,5
"BFGS",21,2,555.4,1e-04,6
"MA-LS-CHAIN",21,2,594.4667,1e-04,7
"DIRECT",21,2,624,1e-04,8
"Local Search - Rosenbrock",21,2,693.0667,1e-04,9
"NEWUOA",21,2,715.8667,1e-04,10
"DE-PSO",21,2,800.6,1e-04,11
"AVGNEWUOA",21,2,839.5333,1e-04,12
"(1 4_m^s) CMA-ES",21,2,1056.067,1e-04,13
"(1 4) CMA-ES",21,2,1291.467,1e-04,14
"(1+2_m^s) CMA-ES",21,2,1423.2,1e-04,15
"IPOP-ACTCMA-ES",21,2,1662.6,1e-04,16
"(1 4^s) CMA-ES",21,2,1673.533,1e-04,17
"(mu+lambda) CMA-ES",21,2,1717.733,1e-04,18
"ALPS",21,2,1957.067,1e-04,19
"MOS",21,2,1981.933,1e-04,20
"(1+1) CMA-ES",21,2,2001.333,1e-04,21
"(1 4_m) CMA-ES",21,2,2026.467,1e-04,22
"iAMALGAM",21,2,2293.8,1e-04,23
"MCS",21,2,2445.6,1e-04,24
"VNS",21,2,2621.2,1e-04,25
"IPOP-SEP-CMA-ES",21,2,2675.667,1e-04,26
"BIPOP-CMA-ES",21,2,2868.133,1e-04,27
"Artificial Bee Colony",21,2,2986.367,1e-04,28
"AMALGAM",21,2,3119.6,1e-04,29
"One-Fifth Variant3",21,2,3329.267,1e-04,30
"fminsearch",21,2,3552.733,1e-04,31
"IPOP-CMA-ES",21,2,4123.867,1e-04,32
"(1 2_m^s) CMA-ES",21,2,4799.929,1e-04,33
"(1 2_m) CMA-ES",21,2,5316.571,1e-04,34
"(1 2) CMA-ES",21,2,5321.667,1e-04,35
"Simple GA",21,2,5487.6,1e-04,36
"(1 2^s) CMA-ES",21,2,6440.867,1e-04,37
"RANDOMSEARCH",21,2,8505.467,1e-04,38
"NBC-CMA",21,2,11095.47,1e-04,39
"nPOEMS",21,2,13470.6,1e-04,40
"PM-AdapSS-DE",21,2,14736.43,1e-04,41
"DE-F-AUC",21,2,14750.64,1e-04,42
"PSO",21,2,14849.57,1e-04,43
"EDA-PSO",21,2,15967.07,1e-04,44
"BAYEDA",21,2,17506.33,1e-04,45
"Line Search - fminbnd",21,2,18413.38,1e-04,46
"Cauchy-EDA",21,2,19089,1e-04,47
"DASA",21,2,24697.67,1e-04,48
"RCGA",21,2,29334.5,1e-04,49
"Line Search - STEP",21,2,31842.14,1e-04,50
"PSO_Bounds",21,2,53417.58,1e-04,51
"oPOEMS",21,2,55952.93,1e-04,52
"CMA-EGS",21,2,61785.71,1e-04,53
"SPSA",21,2,91080,1e-04,54
"POEMS",21,2,158286.2,1e-04,55
"GLOBAL",21,2,323.6,1e-05,1
"Nelder-Doerr",21,2,473.3333,1e-05,2
"DEuniform",21,2,519.5333,1e-05,3
"FULLNEWUOA",21,2,540.1333,1e-05,4
"BFGS",21,2,560.8,1e-05,5
"G3PCX",21,2,572.9333,1e-05,6
"MA-LS-CHAIN",21,2,627.7333,1e-05,7
"DIRECT",21,2,652,1e-05,8
"Local Search - Rosenbrock",21,2,697.7333,1e-05,9
"NEWUOA",21,2,724,1e-05,10
"AVGNEWUOA",21,2,847.4,1e-05,11
"DE-PSO",21,2,930.6667,1e-05,12
"(1 4_m^s) CMA-ES",21,2,1070.533,1e-05,13
"(1 4) CMA-ES",21,2,1314.533,1e-05,14
"(1+2_m^s) CMA-ES",21,2,1429.333,1e-05,15
"(1 4^s) CMA-ES",21,2,1682.8,1e-05,16
"IPOP-ACTCMA-ES",21,2,1686.267,1e-05,17
"(mu+lambda) CMA-ES",21,2,1724.867,1e-05,18
"(1+1) CMA-ES",21,2,2010.467,1e-05,19
"(1 4_m) CMA-ES",21,2,2036.133,1e-05,20
"iAMALGAM",21,2,2324.533,1e-05,21
"MCS",21,2,2453.6,1e-05,22
"ALPS",21,2,2517.067,1e-05,23
"VNS",21,2,2722.533,1e-05,24
"IPOP-SEP-CMA-ES",21,2,2769,1e-05,25
"BIPOP-CMA-ES",21,2,2883.267,1e-05,26
"MOS",21,2,3235.4,1e-05,27
"AMALGAM",21,2,3263.533,1e-05,28
"One-Fifth Variant3",21,2,3339.533,1e-05,29
"fminsearch",21,2,3554.6,1e-05,30
"IPOP-CMA-ES",21,2,4154.067,1e-05,31
"(1 2_m^s) CMA-ES",21,2,4998.857,1e-05,32
"(1 2_m) CMA-ES",21,2,5342,1e-05,33
"(1 2) CMA-ES",21,2,5356.4,1e-05,34
"(1 2^s) CMA-ES",21,2,6466.8,1e-05,35
"Artificial Bee Colony",21,2,8468.367,1e-05,36
"NBC-CMA",21,2,11183.67,1e-05,37
"RANDOMSEARCH",21,2,13697.93,1e-05,38
"PM-AdapSS-DE",21,2,14757.14,1e-05,39
"DE-F-AUC",21,2,14835.07,1e-05,40
"PSO",21,2,15027.21,1e-05,41
"EDA-PSO",21,2,16414.5,1e-05,42
"nPOEMS",21,2,19525.87,1e-05,43
"Line Search - fminbnd",21,2,23589.86,1e-05,44
"DASA",21,2,24786.67,1e-05,45
"Cauchy-EDA",21,2,26304.69,1e-05,46
"BAYEDA",21,2,27777.5,1e-05,47
"Simple GA",21,2,38022.62,1e-05,48
"Line Search - STEP",21,2,39089.17,1e-05,49
"PSO_Bounds",21,2,54096,1e-05,50
"oPOEMS",21,2,57660.07,1e-05,51
"RCGA",21,2,63625.91,1e-05,52
"CMA-EGS",21,2,75767.64,1e-05,53
"SPSA",21,2,103436.4,1e-05,54
"POEMS",21,2,159379.6,1e-05,55
"GLOBAL",21,2,326,1e-06,1
"Nelder-Doerr",21,2,479.0667,1e-06,2
"FULLNEWUOA",21,2,547.4,1e-06,3
"BFGS",21,2,570.4,1e-06,4
"G3PCX",21,2,589.9333,1e-06,5
"DEuniform",21,2,591.8667,1e-06,6
"MA-LS-CHAIN",21,2,646.4,1e-06,7
"Local Search - Rosenbrock",21,2,702.8667,1e-06,8
"DIRECT",21,2,727.6,1e-06,9
"NEWUOA",21,2,740.5333,1e-06,10
"AVGNEWUOA",21,2,866.6667,1e-06,11
"(1 4_m^s) CMA-ES",21,2,1141.267,1e-06,12
"(1 4) CMA-ES",21,2,1332.6,1e-06,13
"(1+2_m^s) CMA-ES",21,2,1437.933,1e-06,14
"DE-PSO",21,2,1496.8,1e-06,15
"(1 4^s) CMA-ES",21,2,1695.533,1e-06,16
"(mu+lambda) CMA-ES",21,2,1736.667,1e-06,17
"(1+1) CMA-ES",21,2,2028.6,1e-06,18
"(1 4_m) CMA-ES",21,2,2058.8,1e-06,19
"iAMALGAM",21,2,2338,1e-06,20
